注文ID,日付,店舗,カテゴリ,商品名,単価,数量,割引率,支払方法,担当者
ORD018193,2024-05-17,大阪店,食品,水,16467,9,10.0,現金,高橋
ORD018194,2024-07-02,名古屋店,ゲーム,コントローラー,16817,1,20.0,クレジットカード,山本
ORD018195,2024-12-13,大阪店,スポーツ,ヨガマット,20916,1,0.0,クレジットカード,高橋
ORD018196,2024-10-17,福岡店,食品,水,25970,4,,交通系IC,高橋
ORD018197,2024年10月25日,大阪店,本,雑誌,27252,10,0.0,交通系IC,田中
ORD018198,2024-01-27,福岡店,スポーツ,ヨガマット,26660,4,0.0,PayPay,佐藤
ORD018199,2024-12-21,広島店,衣類,靴下,2188,7,0.0,クレジットカード,鈴木
ORD018200,2024-04-30,東京店,スポーツ,ヨガマット,25932,7,0.0,クレジットカード,佐藤
ORD018201,2024-07-19,福岡店,衣類,Tシャツ,"¥21,080",6,,現金,田中
ORD018202,2024-05-08,オンライン,家電 ,イヤホン,22582,5,0.0,現金,佐藤
ORD018203,2024-03-22,東京店 ,家電,キーボード,19145,2,0.0,クレジットカード,田中
ORD018204,2024/04/11,オンライン,食品,水,7447,2,0.0,クレジットカード,山本
ORD018205,2024-11-10,大阪店,食品,お茶,8255,10,0.0,現金,伊藤
ORD018206,2024-04-25,オンライン,衣類,Tシャツ,26918,2,0.0,クレジットカード,山本
ORD018207,2024-06-14,オンライン,衣類,Tシャツ,10504,,0.0,現金,佐藤
ORD018208,2024-10-26,名古屋店,衣類,ジャケット,"¥27,183",5,0.0,交通系IC,田中
ORD018209,2024-08-08,大阪店 ,スポーツ,ダンベル,9248,9,0.0,交通系IC,高橋
ORD018210,2024-08-12,名古屋店,美容,BBクリーム,17392,5,,現金,佐藤
ORD018211,2024-07-14,福岡店,スポーツ,ヨガマット,22062,2,0.0,クレジットカード,田中
ORD018212,2024-06-06,オンライン,本,参考書,1333,8,5.0,クレジットカード,高橋
ORD018213,2024-09-15,東京店,家電,イヤホン,3041,7,,PayPay,鈴木
ORD018214,2024-09-11,名古屋店,ゲーム,ゲームソフト,12062,9,,交通系IC,山本
ORD018215,2024/09/28,名古屋店,食品,弁当,8153,7,,クレジットカード,伊藤
ORD018216,2024-07-28,オンライン,ゲーム,コントローラー,20267,2,0.0,交通系IC,田中
ORD018217,2024-11-15,大阪店,食品,水,5809,3,10.0,現金,鈴木
ORD018218,2024-08-16,オンライン,スポーツ ,シューズ,12460,3,0.0,PayPay,山本
ORD018219,2024-10-02,大阪店,ゲーム,ヘッドセット,24399,9,0.0,交通系IC,伊藤
ORD018220,2024-08-27,名古屋店,スポーツ ,シューズ,13495,2,10.0,PayPay,鈴木
ORD018221,2024-04-13,オンライン,美容,BBクリーム,24043,5,20.0,クレジットカード,高橋
ORD018222,2024-01-08,名古屋店,スポーツ,プロテイン,12096,4,10.0,PayPay,渡辺
ORD018223,2024-02-15,広島店,ゲーム,ゲームソフト,23080,5,,PayPay,田中
ORD018224,2024-04-26,オンライン,ゲーム,コントローラー,15448,1,,クレジットカード,山本
ORD018225,2024-08-22,名古屋店,美容,BBクリーム,10658,10,20.0,現金,渡辺
ORD018226,2024-04-08,福岡店,食品,弁当,19773,4,10.0,現金,鈴木
ORD018227,2024-09-04,広島店,本,漫画,5366,7,0.0,PayPay,田中
ORD018228,2024-07-17,名古屋店,美容,日焼け止め,18596,,,交通系IC,渡辺
ORD018229,2024-03-01,福岡店,本,雑誌,22846,3,20.0,交通系IC,山本
ORD018230,2024-09-19,広島店,家電,マウス,7699,3,,クレジットカード,渡辺
ORD018231,2024-01-19,東京店,ゲーム,ゲームソフト,12953,9,5.0,PayPay,田中
ORD018232,2024-01-26,名古屋店,家電,マウス,27336,5,20.0,現金,渡辺
ORD018233,2024年08月31日,東京店,本,漫画,23996,3,,現金,佐藤
ORD018234,2024-11-08,東京店,家電,モニター,2282,5,20.0,現金,渡辺
ORD018235,2024-06-16,大阪店,スポーツ,ヨガマット,10857,7,0.0,クレジットカード,高橋
ORD018236,2024-05-03,福岡店,本,雑誌,21131,1,10.0,クレジットカード,高橋
ORD018237,2024-10-18,福岡店,ゲーム,コントローラー,11440,6,0.0,PayPay,佐藤
ORD018238,2024-07-27,オンライン,食品,水,21847,4,0.0,PayPay,田中
ORD018239,2024-03-11,オンライン,美容,日焼け止め,29650,8,0.0,PayPay,山本
ORD018240,2024-09-22,オンライン,衣類,Tシャツ,14408,5,0.0,クレジットカード,高橋
ORD018241,2024-03-15,名古屋店,家電,キーボード,20681,6,,現金,佐藤
ORD018242,2024-08-17,広島店,スポーツ,シューズ,26475,7,5.0,現金,渡辺
ORD018243,2024年05月21日,名古屋店,家電,キーボード,258,4,0.0,PayPay,伊藤
ORD018244,2024-01-26,東京店 ,本,小説,10082,5,0.0,交通系IC,山本
ORD018245,2024-06-27,大阪店,家電,イヤホン,25641,1,,PayPay,渡辺
ORD018246,2024-09-29,オンライン,本,参考書,28504,1,0.0,PayPay,伊藤
ORD018247,2024-08-24,東京店,美容,日焼け止め,16590,7,0.0,クレジットカード,渡辺
ORD018248,2024-08-19,オンライン,本,小説,13101,4,0.0,現金,渡辺
ORD018249,2024-02-26,オンライン,美容,日焼け止め,28866,2,0.0,現金,伊藤
ORD018250,2024-11-08,広島店,衣類,Tシャツ,28525,3,,現金,佐藤
ORD018251,2024-03-30,名古屋店,スポーツ,シューズ,1130,4,10.0,現金,渡辺
ORD018252,2024年04月19日,名古屋店 ,ゲーム,ゲームソフト,"¥12,509",1,0.0,クレジットカード,田中
ORD018253,2024-06-19,大阪店,家電 ,モニター,5021,6,0.0,交通系IC,田中
ORD018254,2024-09-22,オンライン,スポーツ,シューズ,7446,1,0.0,PayPay,鈴木
ORD018255,2024-06-01,福岡店,本,小説,29894,8,5.0,現金,伊藤
ORD018256,2024-03-14,オンライン,食品,パン,不明,9,0.0,現金,佐藤
ORD018257,2024-10-04,福岡店,衣類,ジャケット,24507,3,0.0,交通系IC,高橋
ORD018258,2024-11-28,大阪店,衣類,ジャケット,23261,1,10.0,PayPay,高橋
ORD018259,2024-11-01,広島店,本,雑誌,1831,6,0.0,クレジットカード,渡辺
ORD018260,2024-10-26,名古屋店,美容,日焼け止め,7372,6,10.0,クレジットカード,高橋
ORD018261,2024-12-17,福岡店,本,参考書,24273,2,20.0,現金,佐藤
ORD018262,2024-01-02,東京店,食品,パン,10271,7,10.0,PayPay,高橋
ORD018263,2024-01-01,広島店,本,参考書,10924,9,0.0,現金,高橋
ORD018264,2024-12-21,東京店 ,美容,シャンプー,24703,9,20.0,交通系IC,佐藤
ORD018265,2024-03-18,名古屋店,家電,キーボード,23724,1,10.0,交通系IC,田中
ORD018266,2024-06-23,名古屋店,本,雑誌,28560,6,0.0,PayPay,渡辺
ORD018267,2024-05-06,広島店,本,参考書,4557,7,0.0,現金,伊藤
ORD018268,2024-01-13,福岡店,美容,化粧水,8327,9,,PayPay,高橋
ORD018269,2024-08-11,広島店,食品,カップ麺,26356,3,5.0,PayPay,田中
ORD018270,2024-08-17,大阪店,食品,おにぎり,9049,4,,PayPay,鈴木
ORD018271,2024-11-30,福岡店,美容,日焼け止め,14323,6,0.0,交通系IC,伊藤
ORD018272,2024-03-19,大阪店,本,漫画,17648,9,0.0,現金,伊藤
ORD018273,2024/11/12,名古屋店,美容,BBクリーム,29608,8,20.0,クレジットカード,鈴木
ORD018274,2024-03-14,広島店,家電,モニター,24955,9,0.0,クレジットカード,田中
ORD018275,2024/07/08,東京店,衣類,Tシャツ,11833,9,,PayPay,高橋
ORD018276,2024-04-02,東京店,食品,おにぎり,10826,3,10.0,交通系IC,渡辺
ORD018277,2024-08-08,大阪店,美容,BBクリーム,18484,9,0.0,クレジットカード,伊藤
ORD018278,2024-08-20,オンライン,衣類,ジャケット,11910,3,10.0,交通系IC,伊藤
ORD018279,2024-08-23,広島店,ゲーム,ヘッドセット,不明,8,0.0,クレジットカード,田中
ORD018280,2024-04-04,大阪店,衣類,ズボン,3191,7,20.0,PayPay,山本
ORD018281,2024-10-13,オンライン,家電,イヤホン,22053,5,0.0,クレジットカード,伊藤
ORD018282,2024-09-23,東京店,スポーツ,ダンベル,25853,9,10.0,PayPay,高橋
ORD018283,2024-08-04,東京店,衣類,靴下,12833,6,10.0,クレジットカード,田中
ORD018284,2024-04-07,東京店,家電,モニター,26915,1,20.0,クレジットカード,鈴木
ORD018285,2024-11-12,大阪店,家電,モニター,16844,10,0.0,クレジットカード,山本
ORD018286,2024-04-26,東京店,家電,イヤホン,9151,4,5.0,交通系IC,伊藤
ORD018287,2024-04-16,オンライン,家電,イヤホン,12280,5,0.0,クレジットカード,佐藤
ORD018288,2024-10-26,東京店,衣類,Tシャツ,16298,,0.0,PayPay,佐藤
ORD018289,2024-09-25,名古屋店,衣類,ジャケット,11360,4,0.0,PayPay,鈴木
ORD018290,2024-08-10,名古屋店,美容,日焼け止め,4195,,,現金,山本
ORD018291,2024-05-01,大阪店,食品,水,1178,9,0.0,クレジットカード,渡辺
ORD018292,2024-08-20,名古屋店,衣類,Tシャツ,10778,5,0.0,交通系IC,高橋
ORD018293,2024-08-27,名古屋店,衣類,靴下,24063,8,10.0,現金,渡辺
ORD018294,2024-11-25,福岡店,衣類,靴下,28423,7,0.0,現金,高橋
ORD018295,2024-04-02,オンライン,家電,モニター,9827,3,5.0,交通系IC,鈴木
ORD018296,2024-04-22,名古屋店,家電,マウス,22481,6,20.0,クレジットカード,鈴木
ORD018297,2024-01-28,名古屋店,本,参考書,9361,2,20.0,現金,佐藤
ORD018298,2024-03-08,東京店,食品,水,7763,1,0.0,PayPay,高橋
ORD018299,2024-11-22,東京店,ゲーム,ゲームソフト,22772,3,0.0,PayPay,渡辺
ORD018300,2024-08-29,東京店,スポーツ,シューズ,24704,3,10.0,クレジットカード,渡辺
ORD018301,2024-05-16,広島店,スポーツ,シューズ,16959,1,10.0,PayPay,渡辺
ORD018302,2024-09-23,オンライン,ゲーム,ヘッドセット,2507,1,,PayPay,高橋
ORD018303,2024-12-09,東京店,衣類,Tシャツ,28864,7,0.0,クレジットカード,佐藤
ORD018304,2024/08/30,名古屋店,スポーツ,シューズ,29800,7,0.0,交通系IC,高橋
ORD018305,2024-03-24,大阪店,食品,水,不明,6,,現金,鈴木
ORD018306,2024-11-20,名古屋店,ゲーム,コントローラー,4148,8,10.0,交通系IC,高橋
ORD018307,2024/12/02,大阪店,スポーツ,ダンベル,21302,5,20.0,PayPay,伊藤
ORD018308,2024/03/08,広島店,衣類,靴下,19974,3,20.0,PayPay,佐藤
ORD018309,2024-10-27,オンライン,ゲーム,コントローラー,"¥28,986",7,,交通系IC,鈴木
ORD018310,2024-06-26,オンライン,食品,カップ麺,27459,1,20.0,現金,伊藤
ORD018311,2024-01-22,東京店,衣類,ズボン,24966,7,0.0,交通系IC,渡辺
ORD018312,2024-06-03,オンライン,スポーツ,ダンベル,9128,2,0.0,現金,鈴木
ORD018313,2024-10-09,広島店,家電,モニター,26423,7,0.0,PayPay,鈴木
ORD018314,2024-03-28,オンライン,家電,キーボード,19167,4,0.0,現金,山本
ORD018315,2024-05-26,広島店,本,漫画,27674,1,5.0,現金,田中
ORD018316,2024-05-05,福岡店,食品 ,水,13495,2,,交通系IC,伊藤
ORD018317,2024-01-12,福岡店,美容,シャンプー,10401,6,5.0,PayPay,高橋
ORD018318,2024/08/01,オンライン,衣類,ズボン,21366,10,0.0,PayPay,佐藤
ORD018319,2024-01-24,東京店,家電,モニター,3529,3,0.0,現金,山本
ORD018320,2024-01-31,名古屋店,美容,シャンプー,11539,3,20.0,交通系IC,佐藤
ORD018321,2024-03-21,東京店,本,参考書,4658,5,20.0,クレジットカード,鈴木
ORD018322,2024-12-04,名古屋店,衣類,ジャケット,15813,5,10.0,PayPay,田中
ORD018323,2024-12-08,福岡店,家電,モニター,19583,6,5.0,交通系IC,鈴木
ORD018324,2024-08-28,東京店,衣類,Tシャツ,22913,1,,PayPay,伊藤
ORD018325,2024-05-11,福岡店,家電,USBメモリ,7530,2,20.0,PayPay,伊藤
ORD018326,2024-05-11,広島店,家電,キーボード,10797,9,0.0,PayPay,鈴木
ORD018327,2024-10-02,広島店,食品,おにぎり,5180,1,5.0,クレジットカード,高橋
ORD018328,2024-06-13,東京店,衣類,Tシャツ,14185,3,10.0,PayPay,伊藤
ORD018329,2024-08-25,オンライン,食品,弁当,26904,8,5.0,PayPay,伊藤
ORD018330,2024-07-10,名古屋店,本,小説,15778,7,10.0,クレジットカード,佐藤
ORD018331,2024/08/04,広島店,衣類,ジャケット,25040,1,20.0,交通系IC,山本
ORD018332,2024-09-28,福岡店,スポーツ,ヨガマット,217,1,5.0,現金,佐藤
ORD018333,2024-06-13,名古屋店,ゲーム,ヘッドセット,"¥16,050",4,,クレジットカード,渡辺
ORD018334,2024-07-05,大阪店,食品,パン,不明,9,,現金,田中
ORD018335,2024年01月28日,大阪店,家電,イヤホン,22920,10,20.0,現金,山本
ORD018336,2024-04-24,福岡店,本,雑誌,4916,2,10.0,クレジットカード,佐藤
ORD018337,2024-09-03,大阪店,本,雑誌,29725,8,0.0,クレジットカード,渡辺
ORD018338,2024-02-22,大阪店,美容,シャンプー,4476,4,10.0,交通系IC,高橋
ORD018339,2024-12-23,福岡店,美容,化粧水,25880,10,10.0,PayPay,伊藤
ORD018340,2024-01-15,大阪店,衣類,Tシャツ,5986,1,0.0,クレジットカード,佐藤
ORD018341,2024-01-14,福岡店,美容,化粧水,4457,2,,,渡辺
ORD018342,2024-05-15,広島店,本,参考書,3359,4,0.0,交通系IC,山本
ORD018343,2024-12-02,広島店,美容,シャンプー,18659,4,,クレジットカード,山本
ORD018344,2024-02-19,東京店,食品,おにぎり,21749,3,,現金,田中
ORD018345,2024-05-01,オンライン,家電 ,イヤホン,不明,9,0.0,交通系IC,渡辺
ORD018346,2024-03-27,福岡店,本,小説,22881,,,交通系IC,伊藤
ORD018347,2024-08-15,名古屋店,家電,マウス,"¥22,783",3,5.0,現金,鈴木
ORD018348,2024-07-13,福岡店,食品,カップ麺,8148,2,20.0,PayPay,伊藤
ORD018349,2024-09-14,名古屋店,本,漫画,4355,2,0.0,現金,佐藤
ORD018350,2024年09月22日,オンライン,食品,パン,27250,5,10.0,現金,山本
ORD018351,2024-10-05,広島店,家電,マウス,16364,10,10.0,クレジットカード,伊藤
ORD018352,2024-01-03,福岡店,スポーツ,プロテイン,21258,3,20.0,現金,伊藤
ORD018353,2024-12-27,東京店,ゲーム,ヘッドセット,18055,4,,PayPay,渡辺
ORD018354,2024-01-24,広島店,衣類,ズボン,21749,9,0.0,クレジットカード,高橋
ORD018355,2024-05-14,広島店,家電,キーボード,7509,8,,交通系IC,佐藤
ORD018356,2024-09-03,福岡店,家電,マウス,19967,4,0.0,PayPay,佐藤
ORD018357,2024-06-08,大阪店,食品,お茶,28844,5,0.0,現金,山本
ORD018358,2024-08-06,名古屋店,美容,BBクリーム,954,7,0.0,PayPay,田中
ORD018359,2024年07月10日,東京店,美容,化粧水,"¥19,993",9,0.0,クレジットカード,田中
ORD018360,2024-01-02,福岡店,本,参考書,246,9,0.0,クレジットカード,渡辺
ORD018361,2024-02-09,福岡店,美容,BBクリーム,16324,9,10.0,現金,伊藤
ORD018362,2024-01-29,オンライン,美容,日焼け止め,24104,8,10.0,現金,佐藤
ORD018363,2024-03-23,東京店,ゲーム,コントローラー,9400,7,5.0,クレジットカード,田中
ORD018364,2024-04-14,東京店,スポーツ,シューズ,1673,9,,クレジットカード,佐藤
ORD018365,2024-05-21,東京店,食品,お茶,12234,1,20.0,PayPay,佐藤
ORD018366,2024-03-18,福岡店,ゲーム,コントローラー,10811,,20.0,クレジットカード,伊藤
ORD018367,2024-12-03,オンライン,スポーツ,ダンベル,8667,5,5.0,PayPay,山本
ORD018368,2024-02-13,東京店,食品,弁当,不明,9,5.0,交通系IC,佐藤
ORD018369,2024-04-28,福岡店,家電,モニター,25230,7,5.0,PayPay,渡辺
ORD018370,2024-06-03,オンライン,衣類,ズボン,6215,6,0.0,PayPay,田中
ORD018371,2024-07-20,大阪店,家電,USBメモリ,23986,1,5.0,クレジットカード,高橋
ORD018372,2024年06月01日,オンライン,スポーツ,シューズ,4785,9,0.0,交通系IC,田中
ORD018373,2024-04-12,大阪店,食品,カップ麺,19552,1,,PayPay,山本
ORD018374,2024-05-13,東京店,本,漫画,9741,10,0.0,交通系IC,渡辺
ORD018375,2024-04-07,福岡店 ,家電,マウス,21902,1,10.0,クレジットカード,高橋
ORD018376,2024-09-21,広島店,美容,化粧水,27972,2,0.0,クレジットカード,田中
ORD018377,2024-06-26,広島店 ,スポーツ,ダンベル,"¥27,480",8,,現金,伊藤
ORD018378,2024-07-16,東京店,ゲーム,ヘッドセット,1297,9,,クレジットカード,高橋
ORD018379,2024-07-30,オンライン,衣類,ズボン,15281,8,0.0,交通系IC,佐藤
ORD018380,2024-11-25,福岡店,家電,キーボード,23935,10,20.0,交通系IC,山本
ORD018381,2024-01-06,広島店,美容,BBクリーム,21412,7,0.0,交通系IC,高橋
ORD018382,2024-05-20,名古屋店,家電,キーボード,3764,4,10.0,クレジットカード,渡辺
ORD018383,2024-02-12,大阪店,美容,BBクリーム,16772,7,0.0,PayPay,渡辺
ORD018384,2024-02-27,オンライン,衣類,ジャケット,14104,3,5.0,PayPay,鈴木
ORD018385,2024-06-22,名古屋店,衣類,ジャケット,26338,5,0.0,PayPay,鈴木
ORD018386,2024-04-28,大阪店,食品,カップ麺,19422,3,5.0,PayPay,渡辺
ORD018387,2024-06-24,広島店,本,雑誌,"¥13,043",7,0.0,現金,山本
ORD018388,2024-12-12,オンライン,本,漫画,8143,1,5.0,クレジットカード,田中
ORD018389,2024-01-09,名古屋店,美容,日焼け止め,26770,10,0.0,PayPay,伊藤
ORD018390,2024-05-22,名古屋店,ゲーム,ヘッドセット,26494,3,20.0,交通系IC,山本
ORD018391,2024-09-26,広島店,スポーツ,プロテイン,10182,6,20.0,交通系IC,高橋
ORD018392,2024-10-16,名古屋店,美容,シャンプー,2360,1,5.0,PayPay,山本
ORD018393,2024-03-31,福岡店,本,小説,16626,4,5.0,現金,鈴木
ORD018394,2024-12-02,名古屋店,家電,マウス,21051,10,0.0,クレジットカード,山本
ORD018395,2024-01-08,オンライン,食品,カップ麺,20663,8,20.0,クレジットカード,山本
ORD018396,2024-07-25,名古屋店,美容,化粧水,4188,5,0.0,交通系IC,伊藤
ORD018397,2024-12-26,オンライン,本,参考書,不明,1,5.0,現金,佐藤
ORD018398,2024-06-05,オンライン,食品,弁当,25245,8,0.0,PayPay,鈴木
ORD018399,2024-03-30,広島店,衣類,Tシャツ,2995,5,,現金,鈴木
ORD018400,2024-04-01,オンライン,衣類,靴下,29442,8,,クレジットカード,田中
ORD018401,2024-03-19,広島店,食品,水,20834,9,10.0,PayPay,山本
ORD018402,2024-07-22,大阪店,本,雑誌,8172,8,0.0,クレジットカード,高橋
ORD018403,2024-08-02,大阪店,本,参考書,12635,6,20.0,クレジットカード,渡辺
ORD018404,2024-08-18,大阪店,家電,キーボード,12164,2,20.0,現金,伊藤
ORD018405,2024-11-16,広島店,家電,マウス,4153,7,0.0,交通系IC,佐藤
ORD018406,2024-04-28,広島店,ゲーム,ヘッドセット,6796,9,0.0,交通系IC,伊藤
ORD018407,2024-09-14,東京店,美容,日焼け止め,2660,7,0.0,PayPay,山本
ORD018408,2024-03-15,オンライン,本,雑誌,"¥16,141",10,0.0,現金,渡辺
ORD018409,2024-11-03,,食品,弁当,23811,10,10.0,交通系IC,田中
ORD018410,2024-09-23,福岡店,美容,化粧水,23277,4,0.0,PayPay,佐藤
ORD018411,2024年02月16日,東京店,本,漫画,22000,,0.0,PayPay,渡辺
ORD018412,2024-04-30,オンライン,衣類,ジャケット,3242,7,5.0,クレジットカード,鈴木
ORD018413,2024-09-22,東京店,家電,キーボード,17288,1,0.0,現金,山本
ORD018414,2024-05-04,広島店,本,漫画,13403,4,5.0,現金,鈴木
ORD018415,2024-11-12,名古屋店,食品,おにぎり,11709,10,,交通系IC,伊藤
ORD018416,2024年09月14日,オンライン,スポーツ,ヨガマット,15498,7,0.0,PayPay,伊藤
ORD018417,2024/04/21,大阪店,スポーツ,プロテイン,14726,1,0.0,現金,高橋
ORD018418,2024-03-20,広島店,本,小説,2964,8,0.0,クレジットカード,渡辺
ORD018419,2024-02-05,名古屋店,食品,弁当,9118,1,0.0,現金,佐藤
ORD018420,2024-11-03,福岡店,本,小説,24101,2,20.0,現金,高橋
ORD018421,2024-01-11,広島店,食品,弁当,975,2,0.0,PayPay,高橋
ORD018422,2024-05-28,オンライン,ゲーム,ヘッドセット,22815,5,0.0,クレジットカード,高橋
ORD018423,2024-03-10,広島店,美容,BBクリーム,21727,6,10.0,クレジットカード,佐藤
ORD018424,2024-06-15,広島店,ゲーム,コントローラー,29762,2,20.0,クレジットカード,田中
ORD018425,2024-11-11,広島店,食品,お茶,20885,3,0.0,クレジットカード,山本
ORD018426,2024-02-18,大阪店,食品,水,1854,9,0.0,現金,伊藤
ORD018427,2024-03-23,オンライン,美容,BBクリーム,不明,7,5.0,現金,山本
ORD018428,2024-09-01,広島店,本,雑誌,9666,7,20.0,PayPay,渡辺
ORD018429,2024-06-04,福岡店,本,参考書,2322,5,20.0,PayPay,鈴木
ORD018430,2024-08-16,大阪店,本,参考書,13505,1,10.0,交通系IC,田中
ORD018431,2024-07-11,名古屋店,食品,お茶,27728,6,20.0,現金,田中
ORD018432,2024-01-01,広島店,食品,お茶,16868,4,0.0,PayPay,山本
ORD018433,2024-06-23,名古屋店,本,雑誌,"¥1,009",4,20.0,現金,山本
ORD018434,2024-05-10,オンライン,ゲーム,ヘッドセット,19318,6,0.0,PayPay,鈴木
ORD018435,2024-02-26,オンライン,本,参考書,25484,8,0.0,クレジットカード,伊藤
ORD018436,2024-01-12,オンライン,スポーツ,ヨガマット,27854,5,10.0,交通系IC,山本
ORD018437,2024-11-02,東京店,衣類,ジャケット,6189,7,0.0,交通系IC,高橋
ORD018438,2024-01-11,名古屋店,家電,モニター,4913,1,,交通系IC,高橋
ORD018439,2024-07-28,広島店,美容,化粧水,6228,10,0.0,現金,高橋
ORD018440,2024-03-17,広島店,家電 ,イヤホン,10271,2,10.0,クレジットカード,佐藤
ORD018441,2024年03月12日,大阪店,ゲーム,ゲームソフト,11247,4,,クレジットカード,伊藤
ORD018442,2024-11-05,広島店,本,小説,1564,1,,現金,鈴木
ORD018443,2024-10-29,オンライン,衣類,ズボン,10452,6,,交通系IC,佐藤
ORD018444,2024-06-27,名古屋店 ,本,漫画,19911,10,10.0,交通系IC,渡辺
ORD018445,2024-08-15,大阪店,美容,日焼け止め,29930,6,,クレジットカード,佐藤
ORD018446,2024-06-28,福岡店,本,雑誌,21609,4,0.0,現金,田中
ORD018447,2024-08-28,福岡店,美容,BBクリーム,17843,2,0.0,現金,山本
ORD018448,2024-12-16,広島店,衣類,ズボン,不明,9,,交通系IC,鈴木
ORD018449,2024年05月27日,東京店,食品,お茶,3416,6,,現金,伊藤
ORD018450,2024-03-27,福岡店,家電,キーボード,不明,1,0.0,現金,田中
ORD018451,2024-12-05,広島店,食品,おにぎり,9893,1,20.0,PayPay,高橋
ORD018452,2024-02-21,大阪店,スポーツ,シューズ,28163,6,0.0,クレジットカード,高橋
ORD018453,2024-02-07,広島店,ゲーム,ヘッドセット,23494,9,5.0,交通系IC,鈴木
ORD018454,2024-12-27,東京店,スポーツ,シューズ,8037,3,0.0,現金,鈴木
ORD018455,2024-12-23,広島店,ゲーム,ゲームソフト,28269,2,5.0,クレジットカード,渡辺
ORD018456,2024-06-11,福岡店,家電,モニター,23860,9,20.0,現金,高橋
ORD018457,2024-12-23,名古屋店,スポーツ,シューズ,24573,5,10.0,交通系IC,鈴木
ORD018458,2024-09-06,名古屋店,食品,おにぎり,14955,3,,クレジットカード,高橋
ORD018459,2024-07-22,東京店,スポーツ,プロテイン,24215,1,0.0,現金,伊藤
ORD018460,2024年09月27日,大阪店,スポーツ,ヨガマット,428,8,5.0,現金,伊藤
ORD018461,2024-08-29,大阪店,本,参考書,4264,3,,現金,高橋
ORD018462,2024-01-27,福岡店,家電,USBメモリ,4807,9,20.0,交通系IC,高橋
ORD018463,2024-10-11,東京店,衣類,靴下,19875,7,0.0,交通系IC,高橋
ORD018464,2024-07-14,大阪店,スポーツ,プロテイン,16373,1,5.0,現金,渡辺
ORD018465,2024-04-20,オンライン,衣類,ジャケット,10599,6,5.0,交通系IC,渡辺
ORD018466,2024-08-10,名古屋店,衣類,靴下,9772,7,0.0,PayPay,山本
ORD018467,2024-07-07,オンライン,家電,USBメモリ,17155,10,0.0,PayPay,山本
ORD018468,2024-07-27,福岡店,家電,イヤホン,23055,4,0.0,現金,渡辺
ORD018469,2024-04-03,大阪店,美容,日焼け止め,5218,3,,現金,山本
ORD018470,2024-02-20,福岡店,衣類,ズボン,16019,4,,PayPay,佐藤
ORD018471,2024-02-12,大阪店,本,参考書,719,10,5.0,交通系IC,鈴木
ORD018472,2024-07-13,大阪店,家電,モニター,11957,7,20.0,現金,山本
ORD018473,2024-10-28,大阪店,本,漫画,6108,7,,交通系IC,山本
ORD018474,2024/09/02,名古屋店,美容,BBクリーム,460,4,10.0,PayPay,田中
ORD018475,2024-01-14,広島店,ゲーム,コントローラー,18859,6,0.0,クレジットカード,伊藤
ORD018476,2024-09-15,名古屋店,食品,おにぎり,14711,4,5.0,交通系IC,田中
ORD018477,2024-12-04,大阪店,本,小説,25172,1,10.0,クレジットカード,田中
ORD018478,2024-12-02,名古屋店 ,家電,USBメモリ,4221,2,0.0,クレジットカード,高橋
ORD018479,2024-08-11,広島店,ゲーム,ゲームソフト,29640,4,,現金,佐藤
ORD018480,2024-07-04,東京店 ,スポーツ,ヨガマット,"¥15,343",1,0.0,PayPay,田中
ORD018481,2024年03月18日,大阪店,スポーツ,ヨガマット,8713,9,,現金,鈴木
ORD018482,2024-09-01,東京店,家電,イヤホン,17699,8,10.0,クレジットカード,渡辺
ORD018483,2024-03-25,広島店,ゲーム,ヘッドセット,6704,8,,現金,渡辺
ORD018484,2024-07-31,名古屋店,ゲーム,コントローラー,24711,4,0.0,現金,田中
ORD018485,2024-02-18,名古屋店,スポーツ,ダンベル,6737,10,0.0,交通系IC,伊藤
ORD018486,2024-01-04,福岡店,ゲーム,コントローラー,25202,10,0.0,交通系IC,鈴木
ORD018487,2024-11-15,東京店,衣類,靴下,23557,6,5.0,交通系IC,渡辺
ORD018488,2024-05-12,福岡店,衣類,ズボン,9112,2,10.0,クレジットカード,佐藤
ORD018489,2024-07-19,広島店,食品,カップ麺,16330,6,10.0,PayPay,高橋
ORD018490,2024-03-06,福岡店,ゲーム,ゲームソフト,20043,3,10.0,PayPay,伊藤
ORD018491,2024-09-01,名古屋店,美容,化粧水,23917,8,0.0,クレジットカード,渡辺
ORD018492,2024-06-09,大阪店,衣類,ジャケット,12408,8,5.0,交通系IC,伊藤
ORD018493,2024-12-10,名古屋店,美容,シャンプー,25528,9,0.0,現金,佐藤
ORD018494,2024-11-01,東京店,食品,パン,14393,3,20.0,PayPay,佐藤
ORD018495,2024-05-14,広島店,家電,モニター,23780,7,20.0,PayPay,山本
ORD018496,2024-02-04,名古屋店,食品,弁当,11309,2,,PayPay,佐藤
ORD018497,2024-11-25,広島店,衣類,ジャケット,1724,3,10.0,交通系IC,高橋
ORD018498,2024-04-10,大阪店,美容,日焼け止め,18215,1,,PayPay,山本
ORD018499,2024-12-10,名古屋店,食品,カップ麺,6421,1,20.0,交通系IC,高橋
ORD018500,2024-02-08,広島店,衣類,ジャケット,13353,6,0.0,PayPay,高橋
ORD018501,2024-07-27,広島店,食品,おにぎり,13820,5,10.0,PayPay,山本
